"eov","period","cell","n","sp","es"
"seaTurtles",1990,"834542fffffffff",1,1,NA
"seaTurtles",1990,"834543fffffffff",1,1,NA
"seaTurtles",1990,"834d9efffffffff",3,2,NA
"seaTurtles",1990,"836d05fffffffff",3,1,NA
"seaTurtles",1990,"836d14fffffffff",15,1,NA
"seaTurtles",1990,"835e4bfffffffff",1,1,NA
"seaTurtles",1990,"836d70fffffffff",46,1,NA
"seaTurtles",1990,"83440efffffffff",3,2,NA
"seaTurtles",1990,"834c9dfffffffff",86,5,4.90192339538442
"seaTurtles",1990,"836d74fffffffff",1,1,NA
"seaTurtles",1990,"83442dfffffffff",1,1,NA
"seaTurtles",1990,"834435fffffffff",1,1,NA
"seaTurtles",1990,"834418fffffffff",1,1,NA
"seaTurtles",1990,"8344a4fffffffff",1,1,NA
"seaTurtles",1990,"834c86fffffffff",1,1,NA
"seaTurtles",1990,"834c96fffffffff",1,1,NA
"seaTurtles",1990,"835e41fffffffff",7,2,NA
"seaTurtles",1990,"83449efffffffff",1,1,NA
"seaTurtles",1990,"836d43fffffffff",1,1,NA
"seaTurtles",1990,"834464fffffffff",8,2,NA
"seaTurtles",1990,"834565fffffffff",1,1,NA
"seaTurtles",1990,"834480fffffffff",1,1,NA
"seaTurtles",1990,"836d1afffffffff",2,1,NA
"seaTurtles",1990,"8344aefffffffff",41,4,NA
"seaTurtles",1990,"834575fffffffff",1,1,NA
"seaTurtles",1990,"834cebfffffffff",7,1,NA
"seaTurtles",1990,"835e49fffffffff",4,1,NA
"seaTurtles",1990,"834456fffffffff",8,2,NA
"seaTurtles",1990,"8344a8fffffffff",186,4,2.72074359838817
"seaTurtles",1990,"834c83fffffffff",1,1,NA
"seaTurtles",1990,"836c33fffffffff",3,1,NA
"seaTurtles",1990,"8366b6fffffffff",12,1,NA
"seaTurtles",1990,"83446cfffffffff",1,1,NA
"seaTurtles",1990,"83455efffffffff",1,1,NA
"seaTurtles",1990,"834d9afffffffff",1,1,NA
"seaTurtles",1990,"834db1fffffffff",1,1,NA
"seaTurtles",1990,"83442afffffffff",2,2,NA
"seaTurtles",1990,"835e4efffffffff",2,2,NA
"seaTurtles",1990,"834419fffffffff",7,2,NA
"seaTurtles",1990,"834555fffffffff",1,1,NA
"seaTurtles",1990,"834d40fffffffff",1,1,NA
"seaTurtles",1990,"834d76fffffffff",1,1,NA
"seaTurtles",1990,"836d44fffffffff",6,1,NA
"seaTurtles",1990,"835e4cfffffffff",2,2,NA
"seaTurtles",1990,"834428fffffffff",1,1,NA
"seaTurtles",1990,"834598fffffffff",1,1,NA
"seaTurtles",1990,"834400fffffffff",5,2,NA
"seaTurtles",1990,"834894fffffffff",1,1,NA
"seaTurtles",1990,"834476fffffffff",7,3,NA
"seaTurtles",1990,"836d4dfffffffff",6,1,NA
"seaTurtles",1990,"836d5dfffffffff",2,1,NA
"seaTurtles",1990,"8344aafffffffff",203,3,2.35894709042205
"seaTurtles",1990,"83441dfffffffff",5,2,NA
"seaTurtles",1990,"836d5cfffffffff",7,1,NA
"seaTurtles",1990,"834429fffffffff",8,3,NA
"seaTurtles",1990,"834405fffffffff",1,1,NA
"seaTurtles",1990,"834410fffffffff",2,1,NA
"seaTurtles",1990,"8344f2fffffffff",64,3,2.78124447535328
"seaTurtles",1990,"836d75fffffffff",1,1,NA
"seaTurtles",1990,"8344b3fffffffff",1,1,NA
"seaTurtles",1990,"834546fffffffff",1,1,NA
"seaTurtles",1990,"836c04fffffffff",1,1,NA
"seaTurtles",1990,"836d13fffffffff",1,1,NA
"seaTurtles",1990,"836d4efffffffff",2,1,NA
"seaTurtles",1990,"836d72fffffffff",2,1,NA
"seaTurtles",1990,"83449dfffffffff",1,1,NA
"seaTurtles",1990,"8344a0fffffffff",1,1,NA
"seaTurtles",1990,"8366b0fffffffff",5,1,NA
"seaTurtles",1990,"836c2cfffffffff",1,1,NA
"seaTurtles",1990,"834558fffffffff",4,3,NA
"seaTurtles",1990,"836d62fffffffff",21,2,NA
"seaTurtles",1990,"834411fffffffff",7,2,NA
"seaTurtles",1990,"834c8afffffffff",2,2,NA
"seaTurtles",1990,"836d11fffffffff",5,1,NA
"seaTurtles",1990,"836d71fffffffff",9,1,NA
"seaTurtles",1990,"83440dfffffffff",3,3,NA
"seaTurtles",1990,"834425fffffffff",2,1,NA
"seaTurtles",1990,"83449cfffffffff",3,1,NA
"seaTurtles",1990,"834560fffffffff",1,1,NA
"seaTurtles",1990,"836d19fffffffff",1,1,NA
"seaTurtles",1990,"834481fffffffff",4,2,NA
"seaTurtles",1990,"836c22fffffffff",2,1,NA
"seaTurtles",1990,"834553fffffffff",1,1,NA
"seaTurtles",1990,"836c2dfffffffff",1,1,NA
"seaTurtles",1990,"834559fffffffff",11,3,NA
"seaTurtles",1990,"834461fffffffff",1,1,NA
"seaTurtles",1990,"834549fffffffff",2,2,NA
"seaTurtles",1990,"836d45fffffffff",3,1,NA
"seaTurtles",1990,"834401fffffffff",4,2,NA
"seaTurtles",1990,"834426fffffffff",4,2,NA
"seaTurtles",1990,"834d6afffffffff",1,1,NA
"seaTurtles",1990,"834409fffffffff",17,2,NA
"seaTurtles",1990,"834483fffffffff",2,2,NA
"seaTurtles",1990,"834519fffffffff",2,2,NA
"seaTurtles",1990,"834571fffffffff",2,2,NA
"seaTurtles",1990,"834cb3fffffffff",1,1,NA
"seaTurtles",1990,"83454afffffffff",1,1,NA
"seaTurtles",1990,"834c11fffffffff",1,1,NA
"seaTurtles",1990,"836d15fffffffff",3,1,NA
"seaTurtles",1990,"836d6bfffffffff",5,1,NA
"seaTurtles",1990,"834cc3fffffffff",1,1,NA
"seaTurtles",1990,"836d06fffffffff",12,1,NA
"seaTurtles",1990,"834589fffffffff",1,1,NA
"seaTurtles",1990,"83459bfffffffff",1,1,NA
"seaTurtles",1990,"8344f6fffffffff",189,4,3.39346535085843
"seaTurtles",1990,"836c21fffffffff",3,1,NA
"seaTurtles",1990,"834c98fffffffff",1,1,NA
"seaTurtles",1990,"834dadfffffffff",5,3,NA
"seaTurtles",1990,"836d4cfffffffff",7,1,NA
"seaTurtles",1990,"836d6afffffffff",4,1,NA
"seaTurtles",1990,"836d6efffffffff",2,1,NA
"seaTurtles",1990,"834599fffffffff",2,1,NA
"seaTurtles",1990,"836d01fffffffff",39,1,NA
"seaTurtles",1990,"836d16fffffffff",1,1,NA
"seaTurtles",1990,"834482fffffffff",2,2,NA
"seaTurtles",1990,"83455bfffffffff",18,4,NA
"seaTurtles",1990,"83441cfffffffff",5,2,NA
"seaTurtles",1990,"83449afffffffff",1,1,NA
"seaTurtles",1990,"8344abfffffffff",610,4,2.14777993366068
"seaTurtles",1990,"836d54fffffffff",5,1,NA
"seaTurtles",1990,"836d73fffffffff",7,1,NA
"seaTurtles",1990,"836d02fffffffff",1,1,NA
"seaTurtles",1990,"836d03fffffffff",5,1,NA
"seaTurtles",1990,"836d46fffffffff",3,1,NA
"seaTurtles",1990,"8344b0fffffffff",1,1,NA
"seaTurtles",1990,"8345a3fffffffff",2,2,NA
"seaTurtles",1990,"834cecfffffffff",1,1,NA
"seaTurtles",1990,"834d82fffffffff",2,1,NA
"seaTurtles",1990,"8366b2fffffffff",1,1,NA
"seaTurtles",2000,"836736fffffffff",3,2,NA
"seaTurtles",2000,"836d76fffffffff",49,2,NA
"seaTurtles",2000,"834470fffffffff",17,4,NA
"seaTurtles",2000,"834432fffffffff",4,2,NA
"seaTurtles",2000,"834489fffffffff",7,2,NA
"seaTurtles",2000,"834576fffffffff",60,3,2.99298655756867
"seaTurtles",2000,"834ce5fffffffff",4,2,NA
"seaTurtles",2000,"8344a9fffffffff",4,1,NA
"seaTurtles",2000,"8344f0fffffffff",40,4,NA
"seaTurtles",2000,"836735fffffffff",23,1,NA
"seaTurtles",2000,"8367b5fffffffff",189,2,1.88830628793161
"seaTurtles",2000,"834518fffffffff",3,3,NA
"seaTurtles",2000,"834486fffffffff",12,3,NA
"seaTurtles",2000,"83678dfffffffff",6,1,NA
"seaTurtles",2000,"834414fffffffff",17,3,NA
"seaTurtles",2000,"836d14fffffffff",44,3,NA
"seaTurtles",2000,"8345acfffffffff",4,2,NA
"seaTurtles",2000,"836621fffffffff",1,1,NA
"seaTurtles",2000,"836722fffffffff",15,1,NA
"seaTurtles",2000,"836732fffffffff",3,1,NA
"seaTurtles",2000,"834ccdfffffffff",3,1,NA
"seaTurtles",2000,"835e4dfffffffff",1,1,NA
"seaTurtles",2000,"83446efffffffff",226,1,1
"seaTurtles",2000,"836d00fffffffff",105,3,2.47619047618981
"seaTurtles",2000,"836d48fffffffff",9,3,NA
"seaTurtles",2000,"83440bfffffffff",21,3,NA
"seaTurtles",2000,"834475fffffffff",20,3,NA
"seaTurtles",2000,"834450fffffffff",4,2,NA
"seaTurtles",2000,"83459efffffffff",1,1,NA
"seaTurtles",2000,"834573fffffffff",7,3,NA
"seaTurtles",2000,"834cc6fffffffff",6,3,NA
"seaTurtles",2000,"8344b1fffffffff",17,3,NA
"seaTurtles",2000,"834529fffffffff",26,2,NA
"seaTurtles",2000,"836d05fffffffff",40,2,NA
"seaTurtles",2000,"83448dfffffffff",87,2,1.98820301253128
"seaTurtles",2000,"836775fffffffff",22,2,NA
"seaTurtles",2000,"836721fffffffff",1,1,NA
"seaTurtles",2000,"8366b1fffffffff",6,1,NA
"seaTurtles",2000,"8367abfffffffff",2,2,NA
"seaTurtles",2000,"835e4afffffffff",1,1,NA
"seaTurtles",2000,"835e4bfffffffff",1,1,NA
"seaTurtles",2000,"834d19fffffffff",2,1,NA
"seaTurtles",2000,"83448afffffffff",2,2,NA
"seaTurtles",2000,"83671afffffffff",11,2,NA
"seaTurtles",2000,"836744fffffffff",437,3,2.99765555687009
"seaTurtles",2000,"834570fffffffff",2,2,NA
"seaTurtles",2000,"834d8dfffffffff",1,1,NA
"seaTurtles",2000,"836d65fffffffff",1,1,NA
"seaTurtles",2000,"834564fffffffff",1,1,NA
"seaTurtles",2000,"836d70fffffffff",51,2,2
"seaTurtles",2000,"834d89fffffffff",1,1,NA
"seaTurtles",2000,"834580fffffffff",1,1,NA
"seaTurtles",2000,"8344b5fffffffff",3,1,NA
"seaTurtles",2000,"836705fffffffff",2,1,NA
"seaTurtles",2000,"83671cfffffffff",20,1,NA
"seaTurtles",2000,"83442efffffffff",2,2,NA
"seaTurtles",2000,"836745fffffffff",91,2,1.99999884320066
"seaTurtles",2000,"83451dfffffffff",3,2,NA
"seaTurtles",2000,"834d9efffffffff",2,1,NA
"seaTurtles",2000,"835f49fffffffff",2,1,NA
"seaTurtles",2000,"836786fffffffff",67,1,1
"seaTurtles",2000,"836d0dfffffffff",7,2,NA
"seaTurtles",2000,"836d25fffffffff",9,5,NA
"seaTurtles",2000,"83440afffffffff",7,3,NA
"seaTurtles",2000,"834412fffffffff",6,2,NA
"seaTurtles",2000,"8366a0fffffffff",1,1,NA
"seaTurtles",2000,"834d90fffffffff",1,1,NA
"seaTurtles",2000,"835e42fffffffff",1,1,NA
"seaTurtles",2000,"83455afffffffff",38,1,NA
"seaTurtles",2000,"83441bfffffffff",12,3,NA
"seaTurtles",2000,"834cc0fffffffff",7,3,NA
"seaTurtles",2000,"835f5afffffffff",5,2,NA
"seaTurtles",2000,"83454bfffffffff",22,2,NA
"seaTurtles",2000,"836770fffffffff",15,3,NA
"seaTurtles",2000,"834cb1fffffffff",1,1,NA
"seaTurtles",2000,"8366b4fffffffff",1,1,NA
"seaTurtles",2000,"83441afffffffff",4,1,NA
"seaTurtles",2000,"836764fffffffff",1,1,NA
"seaTurtles",2000,"836d63fffffffff",28,2,NA
"seaTurtles",2000,"834893fffffffff",1,1,NA
"seaTurtles",2000,"834466fffffffff",25,3,NA
"seaTurtles",2000,"836d58fffffffff",1,1,NA
"seaTurtles",2000,"834413fffffffff",16,3,NA
"seaTurtles",2000,"8367acfffffffff",33,2,NA
"seaTurtles",2000,"834d93fffffffff",1,1,NA
"seaTurtles",2000,"834550fffffffff",4,2,NA
"seaTurtles",2000,"836704fffffffff",12,1,NA
"seaTurtles",2000,"836716fffffffff",16,2,NA
"seaTurtles",2000,"836761fffffffff",15,1,NA
"seaTurtles",2000,"835e6cfffffffff",1,1,NA
"seaTurtles",2000,"836d09fffffffff",14,1,NA
"seaTurtles",2000,"836d0efffffffff",16,1,NA
"seaTurtles",2000,"834891fffffffff",1,1,NA
"seaTurtles",2000,"834c29fffffffff",2,2,NA
"seaTurtles",2000,"834cdefffffffff",14,2,NA
"seaTurtles",2000,"834da8fffffffff",2,1,NA
"seaTurtles",2000,"836723fffffffff",1,1,NA
"seaTurtles",2000,"83676bfffffffff",2,1,NA
"seaTurtles",2000,"8367aefffffffff",3,2,NA
"seaTurtles",2000,"834c95fffffffff",1,1,NA
"seaTurtles",2000,"836d42fffffffff",6,2,NA
"seaTurtles",2000,"8345a1fffffffff",9,2,NA
"seaTurtles",2000,"834c9efffffffff",1,1,NA
"seaTurtles",2000,"835e62fffffffff",1,1,NA
"seaTurtles",2000,"83440cfffffffff",11,2,NA
"seaTurtles",2000,"834420fffffffff",3,1,NA
"seaTurtles",2000,"834474fffffffff",57,2,1.9988038277512
"seaTurtles",2000,"83448bfffffffff",2,2,NA
"seaTurtles",2000,"836769fffffffff",3,1,NA
"seaTurtles",2000,"836795fffffffff",13,3,NA
"seaTurtles",2000,"834514fffffffff",9,2,NA
"seaTurtles",2000,"836776fffffffff",15,1,NA
"seaTurtles",2000,"8367a1fffffffff",20,2,NA
"seaTurtles",2000,"834cd0fffffffff",6,1,NA
"seaTurtles",2000,"834463fffffffff",144,1,1
"seaTurtles",2000,"836d50fffffffff",2,1,NA
"seaTurtles",2000,"836d69fffffffff",5,1,NA
"seaTurtles",2000,"834485fffffffff",2,1,NA
"seaTurtles",2000,"834cd8fffffffff",2,1,NA
"seaTurtles",2000,"8366a5fffffffff",1,1,NA
"seaTurtles",2000,"836d04fffffffff",13,2,NA
"seaTurtles",2000,"83679dfffffffff",1,1,NA
"seaTurtles",2000,"8345b6fffffffff",14,1,NA
"seaTurtles",2000,"833b92fffffffff",1,1,NA
"seaTurtles",2000,"83672afffffffff",20,1,NA
"seaTurtles",2000,"8367a5fffffffff",7,1,NA
"seaTurtles",2000,"836788fffffffff",1,1,NA
"seaTurtles",2000,"834502fffffffff",3,1,NA
"seaTurtles",2000,"834512fffffffff",6,1,NA
"seaTurtles",2000,"834551fffffffff",1,1,NA
"seaTurtles",2000,"834cf6fffffffff",2,1,NA
"seaTurtles",2000,"834554fffffffff",11,1,NA
"seaTurtles",2000,"834566fffffffff",1,1,NA
"seaTurtles",2000,"834403fffffffff",6,4,NA
"seaTurtles",2000,"836c23fffffffff",1,1,NA
"seaTurtles",2000,"834ce0fffffffff",8,2,NA
"seaTurtles",2000,"835f4bfffffffff",85,1,1
"seaTurtles",2000,"8344a6fffffffff",3,1,NA
"seaTurtles",2000,"834404fffffffff",3,2,NA
"seaTurtles",2000,"836620fffffffff",16,1,NA
"seaTurtles",2000,"8367b0fffffffff",9,3,NA
"seaTurtles",2000,"836784fffffffff",4,2,NA
"seaTurtles",2000,"836791fffffffff",7,2,NA
"seaTurtles",2000,"834cddfffffffff",4,3,NA
"seaTurtles",2000,"8348b2fffffffff",1,1,NA
"seaTurtles",2000,"836763fffffffff",6,1,NA
"seaTurtles",2000,"834505fffffffff",12,2,NA
"seaTurtles",2000,"836c31fffffffff",5,1,NA
"seaTurtles",2000,"836d55fffffffff",4,2,NA
"seaTurtles",2000,"8344e0fffffffff",2,1,NA
"seaTurtles",2000,"83441efffffffff",39,3,NA
"seaTurtles",2000,"836612fffffffff",3,3,NA
"seaTurtles",2000,"836742fffffffff",17,1,NA
"seaTurtles",2000,"83451bfffffffff",6,3,NA
"seaTurtles",2000,"8366a2fffffffff",1,1,NA
"seaTurtles",2000,"8344f3fffffffff",27,3,NA
"seaTurtles",2000,"834430fffffffff",2,2,NA
"seaTurtles",2000,"834ceafffffffff",169,3,2.7578012996967
"seaTurtles",2000,"835f58fffffffff",1,1,NA
"seaTurtles",2000,"8344adfffffffff",1,1,NA
"seaTurtles",2000,"834406fffffffff",9,2,NA
"seaTurtles",2000,"836718fffffffff",25,3,NA
"seaTurtles",2000,"83672efffffffff",2,1,NA
"seaTurtles",2000,"834462fffffffff",278,1,1
"seaTurtles",2000,"834993fffffffff",1,1,NA
"seaTurtles",2000,"834498fffffffff",3,1,NA
"seaTurtles",2000,"836c2efffffffff",1,1,NA
"seaTurtles",2000,"83458bfffffffff",3,2,NA
"seaTurtles",2000,"83448efffffffff",10,2,NA
"seaTurtles",2000,"836604fffffffff",1,1,NA
"seaTurtles",2000,"834433fffffffff",3,2,NA
"seaTurtles",2000,"834503fffffffff",4,1,NA
"seaTurtles",2000,"836d68fffffffff",2,2,NA
"seaTurtles",2000,"83448cfffffffff",18,2,NA
"seaTurtles",2000,"8367b2fffffffff",4,2,NA
"seaTurtles",2000,"834cd2fffffffff",26,2,NA
"seaTurtles",2000,"834460fffffffff",24,1,NA
"seaTurtles",2000,"836d0cfffffffff",46,2,NA
"seaTurtles",2000,"834d10fffffffff",1,1,NA
"seaTurtles",2000,"835f5bfffffffff",2,1,NA
"seaTurtles",2000,"8344a2fffffffff",2,1,NA
"seaTurtles",2000,"836780fffffffff",1,1,NA
"seaTurtles",2000,"836728fffffffff",7,1,NA
"seaTurtles",2000,"836731fffffffff",12,1,NA
"seaTurtles",2000,"834c81fffffffff",1,1,NA
"seaTurtles",2000,"836da9fffffffff",7,2,NA
"seaTurtles",2000,"834890fffffffff",53,1,1
"seaTurtles",2000,"836636fffffffff",11,1,NA
"seaTurtles",2000,"834422fffffffff",2,1,NA
"seaTurtles",2000,"834465fffffffff",1,1,NA
"seaTurtles",2000,"834524fffffffff",1,1,NA
"seaTurtles",2000,"836774fffffffff",10,1,NA
"seaTurtles",2000,"8345a0fffffffff",3,2,NA
"seaTurtles",2000,"836d4afffffffff",1,1,NA
"seaTurtles",2000,"8349b6fffffffff",14,1,NA
"seaTurtles",2000,"836d41fffffffff",1,1,NA
"seaTurtles",2000,"836781fffffffff",3,1,NA
"seaTurtles",2000,"8367aafffffffff",5,1,NA
"seaTurtles",2000,"83679cfffffffff",5,3,NA
"seaTurtles",2000,"834523fffffffff",5,2,NA
"seaTurtles",2000,"834431fffffffff",5,2,NA
"seaTurtles",2000,"834555fffffffff",2,2,NA
"seaTurtles",2000,"834419fffffffff",8,2,NA
"seaTurtles",2000,"836703fffffffff",23,3,NA
"seaTurtles",2000,"83450afffffffff",23,4,NA
"seaTurtles",2000,"83450bfffffffff",8,3,NA
"seaTurtles",2000,"834473fffffffff",3,2,NA
"seaTurtles",2000,"836d44fffffffff",13,3,NA
"seaTurtles",2000,"8344e6fffffffff",4,3,NA
"seaTurtles",2000,"834400fffffffff",9,3,NA
"seaTurtles",2000,"836c04fffffffff",4,2,NA
"seaTurtles",2000,"836d4efffffffff",17,2,NA
"seaTurtles",2000,"836d6cfffffffff",2,2,NA
"seaTurtles",2000,"83442afffffffff",2,2,NA
"seaTurtles",2000,"8367a9fffffffff",5,2,NA
"seaTurtles",2000,"835e65fffffffff",8,1,NA
"seaTurtles",2000,"836755fffffffff",20,2,NA
"seaTurtles",2000,"836d1dfffffffff",3,1,NA
"seaTurtles",2000,"834894fffffffff",1,1,NA
"seaTurtles",2000,"836741fffffffff",33,2,NA
"seaTurtles",2000,"8345a5fffffffff",2,2,NA
"seaTurtles",2000,"8344aafffffffff",195,2,1.25641025641003
"seaTurtles",2000,"8344f1fffffffff",3,3,NA
"seaTurtles",2000,"834429fffffffff",6,2,NA
"seaTurtles",2000,"834454fffffffff",6,4,NA
"seaTurtles",2000,"8367adfffffffff",7,1,NA
"seaTurtles",2000,"8344f2fffffffff",521,4,2.334461691687
"seaTurtles",2000,"834410fffffffff",14,2,NA
"seaTurtles",2000,"83674cfffffffff",1,1,NA
"seaTurtles",2000,"836758fffffffff",1,1,NA
"seaTurtles",2000,"83676efffffffff",11,3,NA
"seaTurtles",2000,"8344b3fffffffff",4,2,NA
"seaTurtles",2000,"836d75fffffffff",21,2,NA
"seaTurtles",2000,"834476fffffffff",61,2,1.99936764043652
"seaTurtles",2000,"836d5cfffffffff",3,2,NA
"seaTurtles",2000,"834c14fffffffff",2,2,NA
"seaTurtles",2000,"83674efffffffff",1,1,NA
"seaTurtles",2000,"834cd3fffffffff",43,1,NA
"seaTurtles",2000,"834cd5fffffffff",9,1,NA
"seaTurtles",2000,"834cdbfffffffff",20,2,NA
"seaTurtles",2000,"834506fffffffff",15,1,NA
"seaTurtles",2000,"834546fffffffff",1,1,NA
"seaTurtles",2000,"8344a0fffffffff",5,2,NA
"seaTurtles",2000,"836d5dfffffffff",1,1,NA
"seaTurtles",2000,"83459dfffffffff",1,1,NA
"seaTurtles",2000,"834c99fffffffff",1,1,NA
"seaTurtles",2000,"834dabfffffffff",4,2,NA
"seaTurtles",2000,"83441dfffffffff",8,2,NA
"seaTurtles",2000,"836d29fffffffff",2,1,NA
"seaTurtles",2000,"8345abfffffffff",1,1,NA
"seaTurtles",2000,"8345b1fffffffff",9,1,NA
"seaTurtles",2000,"8366b0fffffffff",9,2,NA
"seaTurtles",2000,"836c2cfffffffff",1,1,NA
"seaTurtles",2000,"834530fffffffff",1,1,NA
"seaTurtles",2000,"836d4dfffffffff",13,2,NA
"seaTurtles",2000,"834511fffffffff",3,1,NA
"seaTurtles",2000,"834520fffffffff",2,1,NA
"seaTurtles",2000,"834405fffffffff",1,1,NA
"seaTurtles",2000,"834da9fffffffff",3,1,NA
"seaTurtles",2000,"83672bfffffffff",22,1,NA
"seaTurtles",2000,"83678cfffffffff",7,1,NA
"seaTurtles",2000,"8345b0fffffffff",5,1,NA
"seaTurtles",2000,"836d13fffffffff",1,1,NA
"seaTurtles",2000,"834da6fffffffff",1,1,NA
"seaTurtles",2000,"834515fffffffff",8,2,NA
"seaTurtles",2000,"83442bfffffffff",5,2,NA
"seaTurtles",2000,"836c06fffffffff",3,2,NA
"seaTurtles",2000,"8344e4fffffffff",47,5,NA
"seaTurtles",2000,"83455dfffffffff",9,1,NA
"seaTurtles",2000,"834416fffffffff",17,4,NA
"seaTurtles",2000,"834472fffffffff",20,3,NA
"seaTurtles",2000,"836772fffffffff",65,3,2.99798387096774
"seaTurtles",2000,"834574fffffffff",229,4,3.82815740056519
"seaTurtles",2000,"834d21fffffffff",3,2,NA
"seaTurtles",2000,"834552fffffffff",3,2,NA
"seaTurtles",2000,"836700fffffffff",19,2,NA
"seaTurtles",2000,"83670cfffffffff",17,2,NA
"seaTurtles",2000,"836762fffffffff",8,1,NA
"seaTurtles",2000,"836d0afffffffff",4,3,NA
"seaTurtles",2000,"836d08fffffffff",8,2,NA
"seaTurtles",2000,"836d51fffffffff",42,2,NA
"seaTurtles",2000,"83451cfffffffff",3,2,NA
"seaTurtles",2000,"834471fffffffff",252,2,1.19841269841267
"seaTurtles",2000,"83459afffffffff",3,1,NA
"seaTurtles",2000,"834c36fffffffff",2,1,NA
"seaTurtles",2000,"8367a4fffffffff",15,1,NA
"seaTurtles",2000,"835e5dfffffffff",1,1,NA
"seaTurtles",2000,"836d18fffffffff",1,1,NA
"seaTurtles",2000,"834892fffffffff",78,2,1.64102564102561
"seaTurtles",2000,"8344a1fffffffff",201,3,2.71168675006785
"seaTurtles",2000,"83670dfffffffff",22,3,NA
"seaTurtles",2000,"834c35fffffffff",6,2,NA
"seaTurtles",2000,"834cdcfffffffff",9,2,NA
"seaTurtles",2000,"834d1afffffffff",15,2,NA
"seaTurtles",2000,"836709fffffffff",22,3,NA
"seaTurtles",2000,"836760fffffffff",15,1,NA
"seaTurtles",2000,"8367a0fffffffff",84,2,1.99985752237175
"seaTurtles",2000,"8344e5fffffffff",13,3,NA
"seaTurtles",2000,"836d40fffffffff",6,2,NA
"seaTurtles",2000,"834d1bfffffffff",5,2,NA
"seaTurtles",2000,"834408fffffffff",11,2,NA
"seaTurtles",2000,"834484fffffffff",4,1,NA
"seaTurtles",2000,"834499fffffffff",1,1,NA
"seaTurtles",2000,"834d28fffffffff",2,2,NA
"seaTurtles",2000,"83676dfffffffff",7,2,NA
"seaTurtles",2000,"83456efffffffff",1,1,NA
"seaTurtles",2000,"836634fffffffff",13,1,NA
"seaTurtles",2000,"834ce2fffffffff",9,3,NA
"seaTurtles",2000,"834d18fffffffff",2,2,NA
"seaTurtles",2000,"8345a9fffffffff",1,1,NA
"seaTurtles",2000,"836d53fffffffff",1,1,NA
"seaTurtles",2000,"834c92fffffffff",4,1,NA
"seaTurtles",2000,"83662efffffffff",1,1,NA
"seaTurtles",2000,"8367a3fffffffff",10,1,NA
"seaTurtles",2000,"836c24fffffffff",28,1,NA
"seaTurtles",2000,"834593fffffffff",1,1,NA
"seaTurtles",2000,"834c32fffffffff",1,1,NA
"seaTurtles",2000,"836719fffffffff",1,1,NA
"seaTurtles",2000,"8366b5fffffffff",2,2,NA
"seaTurtles",2000,"836711fffffffff",14,2,NA
"seaTurtles",2000,"8367b4fffffffff",8,3,NA
"seaTurtles",2000,"8345b2fffffffff",7,1,NA
"seaTurtles",2000,"834cc4fffffffff",4,2,NA
"seaTurtles",2000,"8344f6fffffffff",104,4,3.71580212539428
"seaTurtles",2000,"836768fffffffff",16,2,NA
"seaTurtles",2000,"836782fffffffff",13,2,NA
"seaTurtles",2000,"834585fffffffff",3,2,NA
"seaTurtles",2000,"83459bfffffffff",4,1,NA
"seaTurtles",2000,"834ccafffffffff",5,3,NA
"seaTurtles",2000,"836713fffffffff",26,2,NA
"seaTurtles",2000,"834c8cfffffffff",1,1,NA
"seaTurtles",2000,"836c21fffffffff",12,1,NA
"seaTurtles",2000,"836d52fffffffff",1,1,NA
"seaTurtles",2000,"836d61fffffffff",1,1,NA
"seaTurtles",2000,"836d46fffffffff",23,2,NA
"seaTurtles",2000,"834589fffffffff",4,1,NA
"seaTurtles",2000,"836c20fffffffff",5,1,NA
"seaTurtles",2000,"836d01fffffffff",14,1,NA
"seaTurtles",2000,"836d2efffffffff",1,1,NA
"seaTurtles",2000,"83455bfffffffff",117,3,2.42586931654539
"seaTurtles",2000,"8344abfffffffff",176,4,3.30241244957198
"seaTurtles",2000,"8345a4fffffffff",16,2,NA
"seaTurtles",2000,"834ce1fffffffff",3,3,NA
"seaTurtles",2000,"834402fffffffff",2,2,NA
"seaTurtles",2000,"834cf1fffffffff",6,2,NA
"seaTurtles",2000,"834444fffffffff",24,1,NA
"seaTurtles",2000,"836798fffffffff",1,1,NA
"seaTurtles",2000,"836d03fffffffff",13,2,NA
"seaTurtles",2000,"836d02fffffffff",6,1,NA
"seaTurtles",2000,"83458cfffffffff",1,1,NA
"seaTurtles",2000,"83442cfffffffff",2,2,NA
"seaTurtles",2000,"834599fffffffff",6,1,NA
"seaTurtles",2000,"834c22fffffffff",8,2,NA
"seaTurtles",2000,"834dadfffffffff",4,2,NA
"seaTurtles",2000,"834532fffffffff",1,1,NA
"seaTurtles",2000,"83671bfffffffff",1,1,NA
"seaTurtles",2000,"834cf0fffffffff",33,1,NA
"seaTurtles",2000,"836d16fffffffff",2,1,NA
"seaTurtles",2000,"834504fffffffff",10,1,NA
"seaTurtles",2000,"834531fffffffff",4,1,NA
"seaTurtles",2000,"835e43fffffffff",1,1,NA
"seaTurtles",2000,"835e46fffffffff",1,1,NA
"seaTurtles",2000,"835e55fffffffff",1,1,NA
"seaTurtles",2000,"836708fffffffff",34,3,NA
"seaTurtles",2000,"83671efffffffff",19,2,NA
"seaTurtles",2000,"8344b0fffffffff",5,2,NA
"seaTurtles",2000,"83441cfffffffff",25,4,NA
"seaTurtles",2000,"83672dfffffffff",22,1,NA
"seaTurtles",2000,"836d10fffffffff",54,1,1
