"cell","spue","effort","target"
"85446183fffffff",0,2,0
"8544618ffffffff",0,2,0
"85446243fffffff",0,2,0
"85446277fffffff",0,4,0
"85446297fffffff",0,1,0
"85446307fffffff",0,6,0
"8544630ffffffff",0,3,0
"85446317fffffff",0,1,0
"85446357fffffff",0,4,0
"85446383fffffff",0,1,0
"854463bbfffffff",0,1,0
"8544655bfffffff",0,2,0
"8544662bfffffff",0,1,0
"85446c53fffffff",0,2,0
"85446e83fffffff",0,21,0
"85446ec7fffffff",0,118,0
"85447067fffffff",0,4,0
"854470a3fffffff",0,2,0
"854471b3fffffff",0,3,0
"854471c7fffffff",0,3,0
"85447313fffffff",0,1,0
"85447353fffffff",0,1,0
"85447577fffffff",0,3,0
"8544757bfffffff",0,4,0
"8566a1bbfffffff",0,3,0
"8566b68bfffffff",0.571428571428571,7,4
"85670b2bfffffff",0,1,0
"856743abfffffff",0,3,0
"856743affffffff",0,2,0
"85676b13fffffff",0,1,0
"856c255bfffffff",0,2,0
"856d0467fffffff",0,2,0
"856d10b7fffffff",0,1,0
"856d418ffffffff",0,2,0
"856d4217fffffff",0,1,0
"856d56b3fffffff",0,3,0
"856d5853fffffff",0,1,0
"856d5c2ffffffff",0,2,0
"856d6253fffffff",0,2,0
"856d6ac7fffffff",0,2,0
"856d6b23fffffff",0,1,0
"856d706ffffffff",0,3,0
"856d708ffffffff",0,2,0
"856d7613fffffff",0,8,0
"856d7617fffffff",0.25,4,1
"856d762bfffffff",0,1,0
"85448613fffffff",0,203,0
"8544893bfffffff",0,4,0
"854489affffffff",0,2,0
"85448d07fffffff",0,4,0
"85448d97fffffff",0,12,0
"8544a183fffffff",0,33,0
"8544a52bfffffff",0.00934579439252336,107,1
"8544aab7fffffff",0,5,0
"85440283fffffff",0,1,0
"855e426bfffffff",0,1,0
"855e4e53fffffff",0,3,0
"855e5c17fffffff",0,3,0
"856620b3fffffff",0,3,0
"8544ab13fffffff",0,9,0
"8544ab67fffffff",0,3,0
"8544ab77fffffff",0,4,0
"8544ab93fffffff",0,6,0
"8544ae37fffffff",0,5,0
"8544b597fffffff",0,1,0
"8544e447fffffff",0,3,0
"8544e4c7fffffff",0,1,0
"8544e5bbfffffff",0,3,0
"8544e5cbfffffff",0,9,0
"8544f207fffffff",0.1,10,1
"8544f237fffffff",0.2,5,1
"8544f26bfffffff",0,3,0
"8544f28bfffffff",0,7,0
"8544f3d3fffffff",0.25,8,2
"8544f3dbfffffff",0.222222222222222,9,2
"8544f603fffffff",0,24,0
"8544f617fffffff",0.5,2,1
"8544f627fffffff",0.125,8,1
"8544f66bfffffff",0,12,0
"8545010ffffffff",0,4,0
"85450167fffffff",0,46,0
"85450557fffffff",0,1,0
"8545058bfffffff",0,8,0
"854505c7fffffff",0,147,0
"8544164bfffffff",0,1,0
"854416bbfffffff",0,2,0
"8544184ffffffff",0,1,0
"85441883fffffff",0,2,0
"8544197bfffffff",0,1,0
"85441a93fffffff",0,85,0
"85441ab7fffffff",0,1,0
"85441b17fffffff",0,3,0
"85441b43fffffff",0,2,0
"85441b93fffffff",0,1,0
"85441baffffffff",0,2,0
"85441cabfffffff",0,3,0
"85441d13fffffff",0,7,0
"85441da3fffffff",0,2,0
"85441dc3fffffff",0,1,0
"85441e8ffffffff",0,1,0
"85441eb7fffffff",0,2,0
"85441ecbfffffff",0,79,0
"85441edbfffffff",0,1,0
"85489603fffffff",0,14,0
"85489607fffffff",0,10,0
"85489617fffffff",0,9,0
"85489657fffffff",0,24,0
"8548965bfffffff",0,8,0
"8548968bfffffff",0,32,0
"8548b64bfffffff",0,1,0
"854c1b77fffffff",0,1,0
"854cd857fffffff",0,1,0
"85454833fffffff",0,1,0
"85454903fffffff",0,7,0
"85454933fffffff",0,17,0
"8545494ffffffff",0,2,0
"85454967fffffff",0,13,0
"85454993fffffff",0,17,0
"85454a2bfffffff",0,2,0
"85454b03fffffff",0,1,0
"85454b2ffffffff",0,12,0
"85454b47fffffff",0,3,0
"85454b5bfffffff",0,3,0
"85454d23fffffff",0,3,0
"85454da3fffffff",0,3,0
"85454db3fffffff",0,1,0
"85455823fffffff",0,3,0
"85455aabfffffff",0,1,0
"854560a3fffffff",0,1,0
"85456277fffffff",0,1,0
"8545664ffffffff",0,1,0
"85457577fffffff",0,1,0
"85440c2bfffffff",0,1,0
"85440d67fffffff",0,2,0
"85440d6bfffffff",0,1,0
"8544620bfffffff",0,1,0
"8544641bfffffff",0,36,0
"85446487fffffff",0,2,0
"854466a7fffffff",0,8,0
"8544709bfffffff",0,5,0
"85447207fffffff",0,91,0
"8544727bfffffff",0,3,0
"8544728ffffffff",0,44,0
"854472dbfffffff",0,3,0
"854473dbfffffff",0,2,0
"854475bbfffffff",0,6,0
"854475dbfffffff",0,2,0
"85672293fffffff",0,1,0
"85672803fffffff",0,1,0
"85673157fffffff",0,1,0
"85673527fffffff",0,1,0
"85676e2bfffffff",0,1,0
"85676e57fffffff",0,1,0
"85678c63fffffff",0,1,0
"856c1593fffffff",0,1,0
"856c2507fffffff",0,2,0
"85448643fffffff",0,11,0
"85449a27fffffff",0,1,0
"85449d23fffffff",0,1,0
"852ac9a7fffffff",0,1,0
"852acb53fffffff",0,1,0
"854400c7fffffff",0,1,0
"854401b3fffffff",0,1,0
"85440517fffffff",0,1,0
"854406bbfffffff",0,1,0
"8544080ffffffff",0,20,0
"854408cbfffffff",0,1,0
"854ce83bfffffff",0,1,0
"854cf4b7fffffff",0,1,0
"854d14b7fffffff",0,1,0
"854d216bfffffff",0,1,0
"854d268bfffffff",0,1,0
"854d33b3fffffff",0,1,0
"854d900bfffffff",0,1,0
"854d903bfffffff",0,1,0
"854d9217fffffff",0,1,0
"854d92cffffffff",0,1,0
"854d93abfffffff",0,1,0
"854d9417fffffff",0,1,0
"854d948ffffffff",0,1,0
"854d9547fffffff",0,1,0
"854d9577fffffff",0,1,0
"854d95dbfffffff",0,1,0
"854d96b3fffffff",0,1,0
"854d9807fffffff",0,1,0
"854da00bfffffff",0,1,0
"854da2a7fffffff",0,1,0
"854da3b7fffffff",0,1,0
"854da627fffffff",0,1,0
"854da637fffffff",0,1,0
"854db02ffffffff",0,1,0
"854db06bfffffff",0,1,0
"854db287fffffff",0,1,0
"854db3dbfffffff",0,1,0
"854db52bfffffff",0,1,0
"854db53bfffffff",0,1,0
"855e40cbfffffff",0,1,0
"855e4a03fffffff",0,1,0
"855e5123fffffff",0,1,0
"855e5917fffffff",0,1,0
"855e5d83fffffff",0,3,0
"855e7037fffffff",0,1,0
"855e7567fffffff",0,2,0
"8544abcbfffffff",0,1,0
"8544b50ffffffff",0,1,0
"8544b6d3fffffff",0,1,0
"85450567fffffff",0,1,0
"854420cbfffffff",0,1,0
"85442977fffffff",0,1,0
"85442a03fffffff",0,2,0
"8544304ffffffff",0,2,0
"85443347fffffff",0,1,0
"85443213fffffff",0,3,0
"85454b4ffffffff",0,1,0
"85446653fffffff",0,1,0
"8544099bfffffff",0,1,0
"85440e57fffffff",0,1,0
"856c047bfffffff",0,3,0
"856c05c3fffffff",0,2,0
"856c200bfffffff",0,1,0
"856c213bfffffff",0,1,0
"856c2177fffffff",0,2,0
"856c23d3fffffff",0,3,0
"856c31bbfffffff",0,1,0
"856d0ad3fffffff",0,1,0
"856d40cffffffff",0,2,0
"856d4223fffffff",0,1,0
"856d43d3fffffff",0,3,0
"856d4c5bfffffff",0,1,0
"856d51dbfffffff",0,2,0
"856d5203fffffff",0,1,0
"856d535bfffffff",0,1,0
"856d53dbfffffff",0,1,0
"856d5593fffffff",0,1,0
"856d5c67fffffff",0,1,0
"8544291bfffffff",0,1,0
"854c8183fffffff",1,1,1
"854caa5bfffffff",1,1,1
"854cabcffffffff",1,15,15
"854cc0a3fffffff",1,2,2
"8566a11bfffffff",0,2,0
"8566a1c7fffffff",1,1,1
"8566a27bfffffff",1,20,20
"8566b46ffffffff",1,6,6
"856d1457fffffff",1,1,1
"856d684ffffffff",0.916666666666667,12,11
"856d6b8ffffffff",1,1,1
"856d744bfffffff",1,7,7
"856d744ffffffff",1,1,1
"856d746bfffffff",1,2,2
"856d75affffffff",1,4,4
"8544a17bfffffff",1,1,1
"854ced4ffffffff",1,2,2
"854ced73fffffff",1,2,2
"854cedd3fffffff",1,1,1
"854cf303fffffff",1,417,417
"854cf427fffffff",1,1,1
"854cf47bfffffff",1,1,1
"854cf54bfffffff",1,1,1
"854cf627fffffff",1,1,1
"854cf653fffffff",1,1,1
"854cf663fffffff",1,1,1
"854cf67bfffffff",1,1,1
"854cf687fffffff",0.999692307692308,3250,3249
"854cf68ffffffff",1,105,105
"854cf6bbfffffff",1,688,688
"854d40cbfffffff",1,1,1
"854d4ba3fffffff",1,1,1
"854d4bb7fffffff",1,2,2
"855e4003fffffff",1,1,1
"855e4477fffffff",1,1,1
"855e4b0bfffffff",1,1,1
"855e5da7fffffff",1,1,1
"855e65cbfffffff",1,1,1
"855e660ffffffff",1,2,2
"855e7527fffffff",1,1,1
"855f4b6bfffffff",1,1,1
"855f5bd3fffffff",1,1,1
"8566124bfffffff",1,2,2
"85661257fffffff",1,1,1
"85661277fffffff",1,2,2
"8544ae03fffffff",1,1,1
"854cb34bfffffff",0,2,0
"85448647fffffff",0,3,0
"855e662bfffffff",0,1,0
"8544b143fffffff",0,1,0
"8544b4cffffffff",0,2,0
"8544b52ffffffff",0,1,0
"8544b627fffffff",0,3,0
"8544b6bbfffffff",0,2,0
"8544332bfffffff",0,1,0
"85443343fffffff",0,1,0
"85459cb3fffffff",0,1,0
"856c313bfffffff",0,3,0
"856d1077fffffff",0,1,0
"856d48bbfffffff",0,1,0
"856d4d4ffffffff",0,2,0
"8544996bfffffff",0,1,0
"85442823fffffff",0,1,0
"8544351bfffffff",0,1,0
"856c2e13fffffff",0,1,0
"856c35a7fffffff",0,1,0
"856d090ffffffff",0,1,0
"856d0a2bfffffff",0,1,0
"856d5287fffffff",0,1,0
"856d532bfffffff",0,1,0
"856d5673fffffff",0,1,0
"856d56cffffffff",0,1,0
"856d5d17fffffff",0,1,0
"85455407fffffff",0,1,0
"85458467fffffff",0,1,0
"8545a33bfffffff",0,1,0
"85440a43fffffff",0,1,0
"85441523fffffff",0,1,0
"854415abfffffff",0,1,0
"8544160ffffffff",0,1,0
"85445447fffffff",0,1,0
"854456b3fffffff",0,1,0
"8544654bfffffff",0,1,0
"85447523fffffff",0,1,0
"8566b03bfffffff",0,1,0
"85675207fffffff",0,1,0
"85676bb3fffffff",0,1,0
"8567737bfffffff",0,4,0
"856c06d3fffffff",0,1,0
"856c2657fffffff",0,1,0
"856d0d03fffffff",0,1,0
"856d420bfffffff",0,1,0
"856d42a7fffffff",0,1,0
"856d4e63fffffff",0,1,0
"856d5107fffffff",0,1,0
"856d700bfffffff",0,1,0
"856d7103fffffff",0,1,0
"856d738bfffffff",0,1,0
"85448873fffffff",0,2,0
"85448d93fffffff",0,2,0
"8544020ffffffff",0,1,0
"854ce823fffffff",0,1,0
"854ce853fffffff",0,1,0
"854ce8a7fffffff",0,1,0
"854cee2bfffffff",0,2,0
"854d4933fffffff",0,2,0
"855e4327fffffff",0,3,0
"855e4cbbfffffff",0,1,0
"855e5c6bfffffff",0,3,0
"855e5d6bfffffff",0,1,0
"855e71b7fffffff",0,3,0
"8544abdbfffffff",0,2,0
"8544e583fffffff",0,1,0
"854419a3fffffff",0,2,0
"85441d47fffffff",0,1,0
"85441d4ffffffff",0,2,0
"85442b2ffffffff",0,1,0
"8544ae8ffffffff",0,1,0
"854cc19bfffffff",0,1,0
"85451e67fffffff",0,1,0
"85454827fffffff",0,2,0
"85454a0ffffffff",0,1,0
"85454a27fffffff",0,2,0
"85455237fffffff",0.0714285714285714,14,1
"854552bbfffffff",0,13,0
"8545593bfffffff",0,1,0
"85455a8ffffffff",0.111111111111111,9,1
"85456817fffffff",0.0476190476190476,21,1
"85440943fffffff",0,8,0
"8544097bfffffff",0,9,0
"85440bbbfffffff",0,6,0
"85440bd7fffffff",0,7,0
"85440c0ffffffff",0,1,0
"85440c4bfffffff",0,1,0
"85440c8ffffffff",0,2,0
"85440d33fffffff",0,6,0
"85440d87fffffff",0,5,0
"85440e73fffffff",0,3,0
"854456d7fffffff",0.04,25,1
"8544646bfffffff",0,17,0
"854465d3fffffff",0,10,0
"8544661bfffffff",0,4,0
"854466d3fffffff",0,2,0
"8544704bfffffff",0,105,0
"854470cbfffffff",0,8,0
"85447273fffffff",0,8,0
"85447277fffffff",0,141,0
"8544740ffffffff",0,5,0
"8544747bfffffff",0,3,0
"85447503fffffff",0,10,0
"8544758bfffffff",0,8,0
"8544760ffffffff",0,2,0
"8566b0b3fffffff",0.7,40,28
"8566b65bfffffff",0,3,0
"8566b6affffffff",0,7,0
"856c235bfffffff",0,4,0
"856c2663fffffff",0,2,0
"856c2897fffffff",0,1,0
"856c2e0bfffffff",0,5,0
"856c330ffffffff",0,1,0
"856d092bfffffff",0,3,0
"856d0a8bfffffff",0,3,0
"856d0b87fffffff",0,4,0
"856d0e53fffffff",0,2,0
"856d114ffffffff",0,4,0
"856d13affffffff",0,2,0
"856d1597fffffff",0.9,10,9
"856d15cffffffff",0,3,0
"856d15d7fffffff",0.908045977011494,87,79
"856d1e6bfffffff",0,4,0
"856d1ea7fffffff",0,4,0
"856d5393fffffff",0,1,0
"856d5d83fffffff",0,4,0
"856d630ffffffff",0,4,0
"856d6b3bfffffff",0,5,0
"856d76c7fffffff",0,7,0
"856dada7fffffff",0,2,0
"856dadaffffffff",0,2,0
"85448c53fffffff",0,2,0
"85448d23fffffff",0,34,0
"8544030bfffffff",0,2,0
"8544032ffffffff",0,9,0
"8544055bfffffff",0,1,0
"85440623fffffff",0,3,0
"854406d3fffffff",0,1,0
"85440823fffffff",0,5,0
"85440837fffffff",0,9,0
"85440843fffffff",0,6,0
"8544084bfffffff",0,6,0
"854408a3fffffff",0,4,0
"855e414bfffffff",0,2,0
"855e4283fffffff",0,2,0
"855e42a7fffffff",0,21,0
"855e4633fffffff",0.0909090909090909,11,1
"855e4677fffffff",0,10,0
"855e5d8ffffffff",0,3,0
"855f596ffffffff",0,1,0
"8566123bfffffff",0,4,0
"8566151bfffffff",0,2,0
"8544b0cbfffffff",0,1,0
"8544b163fffffff",0,2,0
"85442bd7fffffff",0,1,0
"8544328ffffffff",0.0238095238095238,42,1
"854c945bfffffff",0.333333333333333,3,1
"8566b62ffffffff",0,6,0
"85679e27fffffff",0,4,0
"856c234ffffffff",0,2,0
"856c33b7fffffff",0,1,0
"856d5c23fffffff",0,4,0
"856d5d0ffffffff",0,2,0
"85448473fffffff",0,3,0
"85448653fffffff",0,2,0
"854489d3fffffff",0,2,0
"8544a20bfffffff",0,1,0
"854d4967fffffff",0.2,5,1
"8544b003fffffff",0,2,0
"8544b177fffffff",0,186,0
"8544b5c3fffffff",0,6243,0
"8544325bfffffff",0,2,0
"854892d3fffffff",0,10,0
"8548b26ffffffff",0,2,0
"854cb3cffffffff",0,2,0
"854cc003fffffff",0,1,0
"85455b2bfffffff",0,1,0
"85440a03fffffff",0,4,0
"85440a07fffffff",0,9,0
"85440b0bfffffff",0,4,0
"85440c03fffffff",0,1,0
"854465a3fffffff",0,1,0
"854470d3fffffff",0,14,0
"8566b1c3fffffff",0,2,0
"8566b1cbfffffff",0,1,0
"8566b6cffffffff",0,1,0
"856d4333fffffff",0,1,0
"856d48b3fffffff",0,3,0
"856d4c0bfffffff",0,2,0
"856d4c33fffffff",0,2,0
"856d4d17fffffff",0,4,0
"856d4d1bfffffff",0,2,0
"856d510ffffffff",0,5,0
"855f4963fffffff",0,12,0
"855f4b07fffffff",0,3,0
"855f4b23fffffff",0,5,0
"8548963bfffffff",0,3,0
"854549a3fffffff",0,10,0
"8545980ffffffff",0,2,0
"85440b8bfffffff",0,2,0
"854456cbfffffff",0,1,0
"854456d3fffffff",0,3,0
"854460dbfffffff",0,9,0
"854465b7fffffff",0,3,0
"8544665bfffffff",0,1,0
"8544668bfffffff",0,2,0
"85447063fffffff",0,35,0
"8544726ffffffff",0,71,0
"8544754ffffffff",0,8,0
"856c304ffffffff",0,1,0
"856c31d7fffffff",0,2,0
"856d0c03fffffff",0,3,0
"856d0c17fffffff",0,2,0
"856d0c47fffffff",0,2,0
"856d0c57fffffff",0,1,0
"856d1047fffffff",0,1,0
"856d116ffffffff",0,2,0
"856d142bfffffff",0,1,0
"856d1443fffffff",0,1,0
"856d1697fffffff",0,2,0
"856d4127fffffff",0,2,0
"856d4537fffffff",0,5,0
"856d4887fffffff",0,2,0
"856d4d03fffffff",0.5,2,1
"856d4d2ffffffff",0,1,0
"856d515bfffffff",0,2,0
"856d5193fffffff",0,2,0
"856d5407fffffff",0,1,0
"856d6acffffffff",0,4,0
"85448953fffffff",0,3,0
"85448997fffffff",0,19,0
"85448ccffffffff",0,2,0
"854403dbfffffff",0,2,0
"854406cffffffff",0,5,0
"855f5aabfffffff",0.5,4,2
"855f5abbfffffff",0.5,2,1
"8544f2cffffffff",0,71,0
"854433a7fffffff",0,3,0
"85489267fffffff",0,49,0
"854892b7fffffff",0,5,0
"85489403fffffff",0,1,0
"8548941bfffffff",0,2,0
"85489493fffffff",0,1,0
"85489553fffffff",0,1,0
"8548b207fffffff",0,1,0
"85499357fffffff",0,1,0
"854cc427fffffff",0.875,8,7
"8545882bfffffff",0,20,0
"85458aa3fffffff",0,5,0
"85458abbfffffff",0,17,0
"8545b06ffffffff",0,1,0
"8548900bfffffff",0,3,0
"85489047fffffff",0,1,0
"85489057fffffff",0,2,0
"8548906bfffffff",0,1,0
"85440a4ffffffff",0,5,0
"85440a57fffffff",0,2,0
"85440acbfffffff",0,1,0
"85440b73fffffff",0,1,0
"85440b77fffffff",0,1,0
"8544101bfffffff",0,2,0
"85441053fffffff",0,2,0
"854410abfffffff",0,1,0
"85441117fffffff",0,4,0
"85441143fffffff",0,4,0
"85441177fffffff",0,1,0
"85441333fffffff",0,122,0
"85441457fffffff",0,3,0
"85441567fffffff",0,1,0
"8544545bfffffff",0,2,0
"854455dbfffffff",0,1,0
"85445643fffffff",0,3,0
"8544566ffffffff",0,1,0
"85445677fffffff",0,1,0
"854456c3fffffff",0,2,0
"85446133fffffff",0,1,0
"8544616bfffffff",0,1,0
"854461cbfffffff",0,1,0
"8544626bfffffff",0,5,0
"8544631bfffffff",0,3,0
"85446337fffffff",0,1,0
"85446353fffffff",0,1,0
"85446387fffffff",0,1,0
"85446577fffffff",0,1,0
"854465cffffffff",0,5,0
"85446cd3fffffff",0,1,0
"85446ed3fffffff",0,1,0
"85447143fffffff",0,3,0
"8544718bfffffff",0,1,0
"85447383fffffff",0,3,0
"8544738ffffffff",0,1,0
"85447393fffffff",0,4,0
"854473b7fffffff",0,3,0
"854473bbfffffff",0,2,0
"85447547fffffff",0,23,0
"8544756bfffffff",0,2,0
"8566a1b3fffffff",0,1,0
"8566b637fffffff",0.5,6,3
"8566b6d7fffffff",0.666666666666667,3,2
"8567460ffffffff",0,2,0
"856d09abfffffff",0,1,0
"856d0cc7fffffff",0,1,0
"856d0ecbfffffff",0,1,0
"856d2a2bfffffff",0.666666666666667,3,2
"856d2b37fffffff",0,2,0
"856d466ffffffff",0,1,0
"856d4e1bfffffff",0,1,0
"856d5027fffffff",0,1,0
"856d5073fffffff",0,2,0
"856d5153fffffff",0,3,0
"856d528bfffffff",0,1,0
"856d58cbfffffff",0,1,0
"856d5c47fffffff",0,2,0
"856d6243fffffff",0,2,0
"856d708bfffffff",0,3,0
"856d70bbfffffff",0,2,0
"856d7117fffffff",0,1,0
"856d7607fffffff",0,4,0
"856d760ffffffff",0,2,0
"856d7673fffffff",0,5,0
"854480dbfffffff",0,2,0
"8544844ffffffff",0,1,0
"8544859bfffffff",0,1,0
"854485a3fffffff",0,8,0
"85448637fffffff",0,1,0
"854486bbfffffff",0,3,0
"854489b7fffffff",0,4,0
"85448d0ffffffff",0,5,0
"85448d37fffffff",0,31,0
"85448d83fffffff",0,2,0
"85448d9bfffffff",0,8,0
"85448dbbfffffff",0,2,0
"85449827fffffff",0,2,0
"8544a10ffffffff",0,1,0
"8544a18bfffffff",0,610,0
"8544a383fffffff",0,2,0
"8544a503fffffff",0,1,0
"8544a523fffffff",0,31,0
"8544a80bfffffff",0,4,0
"8544a843fffffff",0,4,0
"8544a873fffffff",0,5,0
"8544a877fffffff",0,7,0
"8544006bfffffff",0,1,0
"85440243fffffff",0,1,0
"85440287fffffff",0,1,0
"8544034ffffffff",0,1,0
"85440367fffffff",0,2,0
"8544036bfffffff",0,2,0
"855e5dc7fffffff",0,1,0
"85661233fffffff",0,1,0
"85661263fffffff",0,2,0
"8544ab3bfffffff",0,8,0
"8544ab8bfffffff",0,4,0
"8544ab97fffffff",0,1,0
"8544ab9bfffffff",0,5,0
"8544abd3fffffff",0,6,0
"8544abd7fffffff",0,2,0
"8544ae27fffffff",0,21,0
"8544ae33fffffff",0,4,0
"8544aed3fffffff",0.333333333333333,3,1
"8544e403fffffff",0,3,0
"8544e41bfffffff",0,2,0
"8544e42bfffffff",0,20,0
"8544e437fffffff",0,7,0
"8544e503fffffff",0,5,0
"8544e517fffffff",0,6,0
"8544e587fffffff",0,1,0
"8544e5a3fffffff",0,11,0
"8544e5cffffffff",0,25,0
"8544e6a7fffffff",0,89,0
"8544e6abfffffff",0,9,0
"8544f203fffffff",0,16,0
"8544f223fffffff",0.153846153846154,13,2
"8544f24ffffffff",0,25,0
"8544f287fffffff",0.0666666666666667,15,1
"8544f2a7fffffff",0.6,5,3
"8544f2abfffffff",0.2,5,1
"8544f2c7fffffff",0,36,0
"8544f38bfffffff",0,3,0
"8544f647fffffff",0,2,0
"8544f667fffffff",0,10,0
"8544f677fffffff",0,11,0
"8545051bfffffff",0,35,0
"85441807fffffff",0,2,0
"854418a3fffffff",0,2,0
"854418abfffffff",0,2,0
"8544196bfffffff",0,2,0
"85441a27fffffff",0,1,0
"85441b0bfffffff",0,1,0
"85441b13fffffff",0,1,0
"85441b1bfffffff",0,3,0
"85441c87fffffff",0,1,0
"85441d6ffffffff",0,2,0
"85441d8ffffffff",0,5,0
"85441e03fffffff",0,4,0
"85441e0bfffffff",0,285,0
"85444497fffffff",0,3,0
"85489647fffffff",0,6,0
"854896c3fffffff",0,48,0
"854896d3fffffff",0,15,0
"8548b20bfffffff",0,1,0
"8548b25bfffffff",0,6,0
"8548b2dbfffffff",0,1,0
"854cc523fffffff",0,1,0
"854cd527fffffff",0,1,0
"854540d7fffffff",0,1,0
"8545491bfffffff",0,1,0
"85454937fffffff",0,8,0
"8545496ffffffff",0,11,0
"85454977fffffff",0,14,0
"8545497bfffffff",0,3,0
"854549a7fffffff",0,2,0
"854549dbfffffff",0,1,0
"85454b0ffffffff",0,2,0
"85454b73fffffff",0,1,0
"85454ba3fffffff",0,2,0
"85454babfffffff",0,2,0
"85454d77fffffff",0,3,0
"8545516ffffffff",0,1,0
"85455577fffffff",0,1,0
"854559dbfffffff",0,1,0
"85455b2ffffffff",0,3,0
"85455baffffffff",0,1,0
"85455bbbfffffff",0,1,0
"85455bc3fffffff",0,1,0
"85440983fffffff",0,3,0
"854409c7fffffff",0,1,0
"85440a93fffffff",0,1,0
"85440c93fffffff",0,1,0
"85440ec7fffffff",0,1,0
"8544642ffffffff",0,2,0
"85446433fffffff",0,11,0
"8544643bfffffff",0,5,0
"85446473fffffff",0,6,0
"85446593fffffff",0,2,0
"854465c3fffffff",0,16,0
"854465c7fffffff",0,2,0
"854465cbfffffff",0,13,0
"85446663fffffff",0,6,0
"854466a3fffffff",0,19,0
"85447097fffffff",0,52,0
"8544726bfffffff",0,103,0
"854472b7fffffff",0,12,0
"8544754bfffffff",0,13,0
"85447553fffffff",0,14,0
"8544760bfffffff",0,3,0
"8566328bfffffff",0,1,0
"856720abfffffff",0,1,0
"856783abfffffff",0,1,0
"856799c7fffffff",0,1,0
"856d13b3fffffff",0,1,0
"856d4c6ffffffff",0,1,0
"854476b3fffffff",0,1,0
"8544813bfffffff",0,1,0
"854481a7fffffff",0,1,0
"8544988ffffffff",0,1,0
"85449aa3fffffff",0,1,0
"85449b53fffffff",0,1,0
"85449b57fffffff",0,1,0
"852ac90ffffffff",0,1,0
"852ac997fffffff",0,1,0
"854408cffffffff",0,1,0
"854cf013fffffff",0,1,0
"854cf043fffffff",0,1,0
"854cf4c7fffffff",0,1,0
"854d124ffffffff",0,1,0
"854d125bfffffff",0,1,0
"854d12b7fffffff",0,1,0
"854d211bfffffff",0,1,0
"854d28d7fffffff",0,1,0
"854d297bfffffff",0,1,0
"854d321bfffffff",0,1,0
"854d84d3fffffff",0,1,0
"854d84dbfffffff",0,1,0
"854d860bfffffff",0,1,0
"854d86dbfffffff",0,1,0
"854d91d3fffffff",0,1,0
"854d93d7fffffff",0,2,0
"854d9403fffffff",0,2,0
"854d94b7fffffff",0,1,0
"854d9523fffffff",0,1,0
"854d9543fffffff",0,1,0
"854d95bbfffffff",0,1,0
"854da083fffffff",0,1,0
"854da18ffffffff",0,1,0
"854da3d7fffffff",0,1,0
"854da523fffffff",0,1,0
"854db013fffffff",0,1,0
"854db073fffffff",0,1,0
"854db3c7fffffff",0,2,0
"854db587fffffff",0,3,0
"855e4057fffffff",0,1,0
"855e422ffffffff",0,10,0
"855e4323fffffff",0,10,0
"855e4353fffffff",0,1,0
"855e4b6ffffffff",0,1,0
"856614b7fffffff",0,1,0
"856615c3fffffff",0,1,0
"8544b1cbfffffff",0,1,0
"8544b5cffffffff",0,16188,0
"8544b683fffffff",0,1,0
"85442647fffffff",0,1,0
"85442d7bfffffff",0,1,0
"854432b3fffffff",0,2,0
"8544316ffffffff",0,1,0
"856c069bfffffff",0,1,0
"856c06bbfffffff",0,2,0
"856c222bfffffff",0,1,0
"856c224ffffffff",0,2,0
"856c2293fffffff",0,4,0
"856c266bfffffff",0,1,0
"856c2e73fffffff",0,1,0
"856c3097fffffff",0,1,0
"856d0927fffffff",0,1,0
"856d1967fffffff",0,1,0
"856d407bfffffff",0,2,0
"856d4213fffffff",0,1,0
"856d42a3fffffff",0,1,0
"856d4567fffffff",0,2,0
"856d4657fffffff",0,1,0
"856d4c8ffffffff",0,1,0
"856d500ffffffff",0,2,0
"856d50affffffff",0,1,0
"856d52dbfffffff",0,1,0
"856d53b7fffffff",0,2,0
"856d5477fffffff",0,1,0
"856d566ffffffff",0,1,0
"856d567bfffffff",0,1,0
"856d56a7fffffff",0,1,0
"856d5817fffffff",0,1,0
"856d5c57fffffff",0,1,0
"856d737bfffffff",0,2,0
"854cabc7fffffff",1,1,1
"854cc083fffffff",1,8,8
"854ce2b3fffffff",1,1,1
"854ce3cbfffffff",1,1,1
"854ce60bfffffff",1,1,1
"854589d3fffffff",0.5,2,1
"8566a247fffffff",1,7,7
"8566b463fffffff",1,54,54
"8566b543fffffff",1,1,1
"8566b553fffffff",1,4,4
"856d044bfffffff",0,1,0
"856d159bfffffff",1,12,12
"856d4d47fffffff",0.5,2,1
"856d63cffffffff",0,1,0
"856d6bdbfffffff",0,2,0
"856d6eabfffffff",1,11,11
"856d6ecffffffff",0,2,0
"856d746ffffffff",0,1,0
"856d7687fffffff",1,7,7
"8544a0a7fffffff",1,1,1
"8544a303fffffff",1,1,1
"8544a32bfffffff",1,1,1
"854ce87bfffffff",1,1,1
"854ced4bfffffff",1,3,3
"854ced77fffffff",1,2,2
"854cf0a3fffffff",1,71,71
"854cf293fffffff",1,1,1
"854cf3a3fffffff",1,1,1
"854cf3c3fffffff",1,1,1
"854cf62ffffffff",1,2,2
"854cf64ffffffff",1,5,5
"854d1c3bfffffff",1,1,1
"854d4973fffffff",1,1,1
"855e444bfffffff",1,1,1
"855e4babfffffff",1,1,1
"855e6213fffffff",1,1,1
"855e6323fffffff",1,1,1
