"cell","value_from","value_to","delta","pct","n_from","n_to"
"8244d7fffffffff",27.5194138847789,7.52373980955252,-19.9956740752263,-72.6602469040449,14879,22228
"8244f7fffffffff",34.6053219228247,29.5308797428863,-5.07444217993837,-14.6637623867658,2524,2894
"824527fffffffff",33.039286136315,32.1480083322742,-0.891277804040804,-2.69763033124726,61,1109
"824537fffffffff",28.9334832559724,30.1319391845418,1.19845592856939,4.14210732239439,190,77
"82464ffffffffff",39.1436828074798,34.2125078447892,-4.93117496269055,-12.5976265108818,108,47697
"824807fffffffff",34.4084437773392,10.1643869092824,-24.2440568680569,-70.4596145787435,97,277
"82480ffffffffff",39.7902902290028,5.53176357298066,-34.2585266560222,-86.0977048894491,374,567
"82482ffffffffff",42.4897804089513,27.2412730391375,-15.2485073698138,-35.8874704059459,1940,172
"82484ffffffffff",18.6851538384157,28.0209077840516,9.33575394563589,49.9634845202187,7155,1824
"824b0ffffffffff",40.5308685333327,42.8269881145761,2.29611958124341,5.66511319478652,251,385
"824b57fffffffff",43.2961526998215,46.2780285156274,2.98187581580586,6.88716116759759,111,586
"824b67fffffffff",39.2076851175269,32.9366640764793,-6.2710210410476,-15.9943669774176,91,86
"824b87fffffffff",48.2533948839106,41.3879380871805,-6.8654567967301,-14.2279249226862,1686,99
"824bb7fffffffff",48.3258352034785,28.1305296445925,-20.195305558886,-41.7898738301213,713,104
"824cc7fffffffff",40.7343827295879,33.156644078482,-7.57773865110591,-18.6028071209772,134,41754
"824ceffffffffff",40.1065179546186,33.4249382770293,-6.68157967758927,-16.6595855694818,79,95565
"825417fffffffff",32.3516649994902,18.1545660443756,-14.1970989551146,-43.8836732370292,77,69
"8254affffffffff",18.9387881032554,37.3062734231559,18.3674853199005,96.9834248092323,120,117
"8254c7fffffffff",14.6514510641888,42.2685358742044,27.6170848100156,188.493854219787,245,100
"8254d7fffffffff",14.6931919151675,34.539778980948,19.8465870657805,135.073353566513,55,91
